LCLid,latitude,longitude
MAC003553,51.57129787,-0.235210406
MAC003482,51.65541693,0.029088802
MAC003482,51.6442591,0.031952031
MAC003482,51.64580887,0.031153352
MAC003482,51.66054738,0.022599513
MAC003482,51.65470488,0.032357711
MAC003482,51.64276024,0.022859108
MAC003482,51.64460573,0.024622121
MAC003482,51.65584633,0.033043955
MAC003482,51.64267753,0.031106785
MAC003482,51.64579246,0.035098595
MAC003463,51.54807091,-0.116328986
MAC003463,51.55355173,-0.11801671
MAC003463,51.55150146,-0.123962204
MAC003463,51.55107721,-0.113418021
MAC003463,51.56565763,-0.122251616
MAC003463,51.55405937,-0.127380744
MAC003463,51.56403835,-0.114957618
MAC003463,51.55882019,-0.12432485
MAC003463,51.56209364,-0.109057892
MAC003463,51.55625016,-0.108788492
MAC003449,51.65455218,-0.261200642
MAC003449,51.67280942,-0.253454472
MAC003449,51.66280673,-0.245867401
MAC003449,51.67357614,-0.250669901
MAC003449,51.67351544,-0.253189273
MAC003449,51.67130323,-0.262646967
MAC003449,51.66013202,-0.252290352
MAC003449,51.661945,-0.24478942
MAC003449,51.67126578,-0.261788817
MAC003449,51.66058148,-0.254223904
MAC003428,51.65243701,0.00709625
MAC003428,51.65254637,0.004129625
MAC003428,51.64568651,0.005169684
MAC003428,51.64436853,0.0070462
MAC003428,51.65468391,0.008930453
MAC003428,51.65469896,-0.002109751
MAC003428,51.65583814,-0.001357995
MAC003428,51.6567615,-0.006990015
MAC003428,51.64872354,0.002695949
MAC003428,51.64852702,-0.008150808
MAC003423,51.47128199,-0.133117393
MAC003423,51.47736783,-0.143868253
MAC003423,51.46616117,-0.144541568
MAC003423,51.46629813,-0.134948109
MAC003423,51.48200318,-0.1347625
MAC003423,51.47275498,-0.132826604
MAC003423,51.46809238,-0.131053375
MAC003423,51.47599603,-0.12605816
MAC003423,51.48095104,-0.135249195
MAC003423,51.46986759,-0.139116073
MAC003422,51.61275763,-0.322141213
MAC003422,51.60554733,-0.318833828
MAC003422,51.60448522,-0.319921799
MAC003422,51.62323117,-0.327527069
MAC003422,51.6206978,-0.314028441
MAC003422,51.61789769,-0.318367808
MAC003422,51.61215726,-0.322038666
MAC003422,51.60744409,-0.320891332
MAC003422,51.60710694,-0.324733745
MAC003422,51.60898306,-0.328171127
MAC003400,51.41979639,0.006377854
MAC003400,51.42182998,0.011590849
MAC003400,51.42042858,0.010883911
MAC003400,51.4203231,0.015230818
MAC003400,51.43661774,0.015615689
MAC003400,51.43358168,0.003819896
MAC003400,51.428992,0.010406069
MAC003400,51.42146521,0.015431015
MAC003400,51.42934084,0.012976541
MAC003400,51.42897796,0.020043613
MAC003394,51.5480627,-0.388745949
MAC003394,51.55949971,-0.399853193
MAC003394,51.54718155,-0.388351434
MAC003394,51.55836684,-0.389468232
MAC003394,51.56545593,-0.403659423
MAC003394,51.55816081,-0.406188019
MAC003394,51.55441472,-0.405559685
MAC003394,51.55951709,-0.407210809
MAC003394,51.55581638,-0.405686386
MAC003394,51.55756366,-0.39391511
MAC003388,51.31679674,-0.294266124
MAC003388,51.30036467,-0.296358024
MAC003388,51.3161886,-0.28489452
MAC003388,51.30553633,-0.28377012
MAC003388,51.30226253,-0.280096712
MAC003388,51.31383398,-0.291654462
MAC003388,51.31247809,-0.292466453
MAC003388,51.31744867,-0.284378556
MAC003388,51.31460065,-0.293090744
MAC003388,51.31596885,-0.281291669
MAC003348,51.64555078,-0.205886482
MAC003348,51.64562421,-0.222168388
MAC003348,51.63259583,-0.217607848
MAC003348,51.64858441,-0.204992882
MAC003348,51.6406384,-0.204981978
MAC003348,51.64706251,-0.212525363
MAC003348,51.63693435,-0.211357377
MAC003348,51.64844382,-0.215025211
MAC003348,51.63831739,-0.218129906
MAC003348,51.63075011,-0.21742083
MAC000246,51.56828933,0.001998259
MAC000246,51.56825011,0.014368638
MAC000246,51.55428187,0.011502787
MAC000246,51.56234616,0.001160879
MAC000246,51.55360893,0.000820561
MAC000246,51.56344833,0.013157808
MAC000246,51.56128836,0.000593685
MAC000246,51.57021184,0.015575626
MAC000246,51.55947605,0.01326327
MAC000246,51.55479909,0.000765401
MAC003305,51.31311726,0.169265749
MAC003305,51.31304468,0.178908397
MAC003305,51.32188783,0.163005259
MAC003305,51.32457681,0.170633811
MAC003305,51.32535186,0.161008382
MAC003305,51.3206994,0.170154522
MAC003305,51.31315703,0.161907375
MAC003305,51.30730185,0.163157667
MAC003305,51.32117478,0.163131834
MAC003305,51.31679992,0.173765515
MAC003281,51.6025823,-0.10692153
MAC003281,51.59083626,-0.097616256
MAC003281,51.58905309,-0.115999621
MAC003281,51.60071083,-0.106398466
MAC003281,51.58781077,-0.098089501
MAC003281,51.6026033,-0.107013595
MAC003281,51.58358194,-0.104887579
MAC003281,51.60273643,-0.103560578
MAC003281,51.58420205,-0.108384731
MAC003281,51.60116171,-0.10492439
MAC003252,51.51632094,0.113472149
MAC003252,51.52103127,0.10335372
MAC003252,51.53442024,0.121286923
MAC003252,51.53321729,0.121523242
MAC003252,51.52452515,0.115762262
MAC003252,51.52781466,0.112520955
MAC003252,51.52095963,0.10798958
MAC003252,51.51917443,0.118074928
MAC003252,51.52468598,0.115493651
MAC003252,51.52247906,0.105051366
MAC003239,51.67158542,0.06729622
MAC003239,51.66710381,0.050559035
MAC003239,51.66485772,0.059433312
MAC003239,51.66095428,0.055168515
MAC003239,51.67124399,0.066948986
MAC003239,51.6699107,0.064393076
MAC003239,51.65349379,0.064317272
MAC003239,51.65311676,0.056924561
MAC003239,51.66011868,0.055847088
MAC003239,51.66880048,0.053018839
MAC003646,51.30993573,0.09573946
MAC003646,51.31367206,0.088781932
MAC003646,51.31361045,0.081231296
MAC003646,51.30478634,0.090092453
MAC003646,51.30905746,0.089021004
MAC003646,51.31257302,0.083821694
MAC003646,51.31067066,0.078929591
MAC003646,51.29862467,0.090089904
MAC003646,51.30268859,0.087064594
MAC003646,51.2962609,0.092104807
MAC003656,51.49950681,0.070732665
MAC003656,51.49968743,0.068296129
MAC003656,51.50600174,0.075016986
MAC003656,51.49653833,0.079803589
MAC003656,51.49114898,0.075850116
MAC003656,51.48904432,0.076754734
MAC003656,51.50357142,0.086088409
MAC003656,51.50087486,0.074970345
MAC003656,51.50255027,0.078285025
MAC003656,51.49272795,0.083678295
MAC003668,51.45379524,-0.07809216
MAC003668,51.45553838,-0.085957264
MAC003668,51.43948944,-0.08924291
MAC003668,51.45507972,-0.088182582
MAC003668,51.44639029,-0.08819926
MAC003668,51.44171286,-0.087722123
MAC003668,51.44573068,-0.087983633
MAC003668,51.45614862,-0.077942682
MAC003668,51.44640033,-0.087122575
MAC003668,51.443123,-0.083846831
MAC003680,51.66000229,-0.188839794
MAC003680,51.65009753,-0.185681071
MAC003680,51.65049691,-0.182898123
MAC003680,51.6474685,-0.179158572
MAC003680,51.65002983,-0.192180225
MAC003680,51.65222294,-0.17697826
MAC003680,51.65019134,-0.18040846
MAC003680,51.64842518,-0.191331288
MAC003680,51.64906385,-0.175494896
MAC003680,51.65586671,-0.17454902
MAC004431,51.31177677,-0.328220759
MAC004431,51.31061794,-0.323905684
MAC004431,51.29934316,-0.314687431
MAC004431,51.29983973,-0.311050286
MAC004431,51.30306219,-0.318720874
MAC004431,51.3053432,-0.318312153
MAC004431,51.30801784,-0.326810983
MAC004431,51.30303102,-0.320006175
MAC004431,51.30490344,-0.318302077
MAC004431,51.31060216,-0.324105013
MAC004387,51.38348358,-0.257935522
MAC004387,51.38952374,-0.248931797
MAC004387,51.38731112,-0.247937105
MAC004387,51.3896321,-0.244765138
MAC004387,51.3854774,-0.251040737
MAC004387,51.4008927,-0.257122321
MAC004387,51.39495401,-0.253998409
MAC004387,51.3966642,-0.252412282
MAC004387,51.39886558,-0.246755583
MAC004387,51.393051,-0.248258361
MAC004319,51.43167612,0.162300197
MAC004319,51.42430516,0.171185749
MAC004319,51.42159627,0.168903458
MAC004319,51.42261781,0.180343094
MAC004319,51.42447978,0.1629363
MAC004319,51.42277425,0.168652634
MAC004319,51.42329197,0.18008493
MAC004319,51.42526253,0.178005664
MAC004319,51.4230281,0.177036963
MAC004319,51.43749593,0.165853578
MAC004247,51.36036031,-0.056339442
MAC004247,51.35290804,-0.046423777
MAC004247,51.35320504,-0.052863567
MAC004247,51.34737237,-0.047011414
MAC004247,51.35716265,-0.055548924
MAC004247,51.34551366,-0.049013376
MAC004247,51.34824637,-0.04798439
MAC004247,51.35028152,-0.057599708
MAC004247,51.35192499,-0.051904093
MAC004247,51.34662098,-0.055947885
MAC004179,51.30306456,0.179684949
MAC004179,51.31281498,0.182373099
MAC004179,51.3017103,0.165558505
MAC004179,51.31024754,0.17768991
MAC004179,51.31182204,0.181839369
MAC004179,51.30853026,0.166697222
MAC004179,51.30604901,0.164402486
MAC004179,51.30485431,0.177894973
MAC004179,51.30359485,0.174562023
MAC004179,51.31520807,0.179909136
MAC004034,51.33273694,0.037517143
MAC004034,51.33197752,0.036273334
MAC004034,51.33198971,0.037988041
MAC004034,51.34499589,0.034762003
MAC004034,51.34200834,0.043686633
MAC004034,51.33916571,0.038788853
MAC004034,51.33588101,0.033378699
MAC004034,51.34624841,0.046725937
MAC004034,51.3365533,0.03641227
MAC004034,51.34503639,0.039605502
MAC003874,51.65305625,-0.086242285
MAC003874,51.66951493,-0.083041341
MAC003874,51.66327245,-0.084306
MAC003874,51.6574164,-0.074396857
MAC003874,51.65350373,-0.088605134
MAC003874,51.66659879,-0.077877989
MAC003874,51.66311974,-0.074026609
MAC003874,51.66138751,-0.07174047
MAC003874,51.66859614,-0.082434148
MAC003874,51.66649023,-0.072850637
MAC003863,51.3190151,0.069088062
MAC003863,51.32441108,0.070966001
MAC003863,51.33241124,0.067684036
MAC003863,51.31946368,0.082221093
MAC003863,51.32105036,0.075719917
MAC003863,51.33091038,0.07206911
MAC003863,51.33086606,0.073292197
MAC003863,51.32928828,0.082997748
MAC003863,51.3303443,0.067119109
MAC003863,51.32731982,0.075776678
MAC003856,51.48283545,-0.089613964
MAC003856,51.49991572,-0.083367693
MAC003856,51.50111561,-0.079409237
MAC003856,51.49377591,-0.079585207
MAC003856,51.49640626,-0.08907979
MAC003856,51.50092323,-0.095831817
MAC003856,51.49661802,-0.078399754
MAC003856,51.48552403,-0.081318616
MAC003856,51.49399901,-0.095603324
MAC003856,51.49460755,-0.07967974
MAC003851,51.64718198,-0.155074821
MAC003851,51.64333653,-0.155062677
MAC003851,51.6364517,-0.147251716
MAC003851,51.64206042,-0.152957382
MAC003851,51.65141354,-0.157509644
MAC003851,51.63544911,-0.15295295
MAC003851,51.64202646,-0.1591846
MAC003851,51.64331985,-0.158474001
MAC003851,51.64610438,-0.152034385
MAC003851,51.65375358,-0.153623232
MAC003223,51.66584705,-0.259904309
MAC003223,51.66688056,-0.258040509
MAC003223,51.65449717,-0.26860668
MAC003223,51.66750603,-0.254949
MAC003223,51.657796,-0.265750098
MAC003223,51.67345668,-0.251987124
MAC003223,51.65720853,-0.265845417
MAC003223,51.66252776,-0.266134455
MAC003223,51.65594227,-0.269217216
MAC003223,51.67417276,-0.260506871
MAC003844,51.52274383,-0.467194852
MAC003844,51.51629905,-0.469246145
MAC003844,51.51772108,-0.461781048
MAC003844,51.51604853,-0.466486355
MAC003844,51.51524854,-0.474153312
MAC003844,51.51842608,-0.471537987
MAC003844,51.51033808,-0.460341594
MAC003844,51.51087184,-0.46148256
MAC003844,51.52446899,-0.474119119
MAC003844,51.52615559,-0.470221596
MAC003826,51.36744563,-0.03978961
MAC003826,51.36913359,-0.048450336
MAC003826,51.38304974,-0.043032304
MAC003826,51.37062231,-0.052294321
MAC003826,51.38010634,-0.050531052
MAC003826,51.37181507,-0.038467291
MAC003826,51.36904024,-0.056133968
MAC003826,51.37191486,-0.054683836
MAC003826,51.38149675,-0.052236282
MAC003826,51.38416534,-0.055863363
MAC003817,51.35463137,-0.106660379
MAC003817,51.36405632,-0.108978792
MAC003817,51.36255175,-0.111812008
MAC003817,51.35303923,-0.098732257
MAC003817,51.35139135,-0.102429207
MAC003817,51.35379673,-0.114899059
MAC003817,51.35800878,-0.100331963
MAC003817,51.35156416,-0.107952699
MAC003817,51.35868586,-0.099810278
MAC003817,51.35439112,-0.101704218
MAC003805,51.45396322,-0.504128364
MAC003805,51.45942236,-0.486210201
MAC003805,51.46125924,-0.502141156
MAC003805,51.45374743,-0.492965848
MAC003805,51.45137679,-0.499015073
MAC003805,51.46528828,-0.493412617
MAC003805,51.46827772,-0.491467769
MAC003805,51.45910348,-0.487901341
MAC003805,51.45202326,-0.500367752
MAC003805,51.45403582,-0.504276261
MAC003775,51.34496977,0.10433853
MAC003775,51.33944023,0.115773535
MAC003775,51.3395023,0.102668836
MAC003775,51.3407927,0.113075905
MAC003775,51.33099939,0.105919845
MAC003775,51.3457802,0.108798775
MAC003775,51.33586738,0.106786738
MAC003775,51.33515474,0.108126317
MAC003775,51.33787032,0.115393781
MAC003775,51.32843128,0.106955297
MAC003740,51.52116337,-0.184840345
MAC003740,51.52662654,-0.176106978
MAC003740,51.52254139,-0.189393257
MAC003740,51.51218876,-0.190022467
MAC003740,51.50851361,-0.176961447
MAC003740,51.51313523,-0.181615396
MAC003740,51.51979151,-0.177757175
MAC003740,51.50891847,-0.182828676
MAC003740,51.51781727,-0.186597182
MAC003740,51.51982681,-0.175143176
MAC003737,51.61119757,-0.023200518
MAC003737,51.61755928,-0.026014937
MAC003737,51.61297415,-0.024528212
MAC003737,51.60758631,-0.027483768
MAC003737,51.62410094,-0.026813904
MAC003737,51.60849104,-0.023675522
MAC003737,51.62475942,-0.035666075
MAC003737,51.61467478,-0.030870936
MAC003737,51.60945733,-0.036235246
MAC003737,51.61659269,-0.020906075
MAC003719,51.68061643,-0.47391017
MAC003719,51.68500989,-0.483311216
MAC003719,51.67011643,-0.475554647
MAC003719,51.67786383,-0.475904512
MAC003719,51.68481469,-0.486413491
MAC003719,51.66718384,-0.476217191
MAC003719,51.68045333,-0.492055347
MAC003719,51.6724519,-0.480870103
MAC003719,51.68499285,-0.488195323
MAC003719,51.68592609,-0.490384162
MAC003718,51.30911784,-0.034901555
MAC003718,51.31681568,-0.039072729
MAC003718,51.30362747,-0.022158767
MAC003718,51.30862615,-0.039135356
MAC003718,51.31311017,-0.022066711
MAC003718,51.31813481,-0.028982002
MAC003718,51.30869539,-0.020779391
MAC003718,51.31483817,-0.02358508
MAC003718,51.3200399,-0.019602062
MAC003718,51.31463761,-0.032546508
MAC003686,51.60181659,-0.235575226
MAC003686,51.60476919,-0.23692289
MAC003686,51.60969262,-0.236741507
MAC003686,51.61190075,-0.237995515
MAC003686,51.60758455,-0.241825806
MAC003686,51.60057442,-0.242310191
MAC003686,51.60064622,-0.222913222
MAC003686,51.60697073,-0.234112207
MAC003686,51.59699462,-0.234981137
MAC003686,51.59442856,-0.229074724
MAC000450,51.37739353,0.154327852
MAC000450,51.36345485,0.14846615
MAC000450,51.37001825,0.147627953
MAC000450,51.379249,0.145726987
MAC000450,51.38056127,0.140086613
MAC000450,51.37101466,0.139003778
MAC000450,51.37393486,0.139882941
MAC000450,51.36500731,0.139201982
MAC000450,51.38149001,0.151064906
MAC000450,51.36630007,0.142475722
MAC003840,51.31196964,0.153157167
MAC003840,51.31284897,0.159420303
MAC003840,51.31419208,0.160539613
MAC003840,51.29777183,0.160282539
MAC003840,51.30221876,0.150510552
MAC003840,51.30945869,0.166230032
MAC003840,51.30821434,0.153992816
MAC003840,51.29737184,0.151271113
MAC003840,51.31061059,0.166455776
MAC003840,51.29878274,0.167793845
MAC003212,51.64519844,0.052231267
MAC003212,51.64311075,0.040088709
MAC003212,51.63383333,0.05559023
MAC003212,51.64026266,0.048469022
MAC003212,51.63954737,0.048177823
MAC003212,51.63728867,0.050414247
MAC003212,51.646562,0.055059711
MAC003212,51.64201111,0.045522276
MAC003212,51.63371452,0.052126415
MAC003212,51.63649726,0.049880731
MAC003182,51.39810039,0.089426793
MAC003182,51.39532091,0.103872106
MAC003182,51.39916351,0.103691561
MAC003182,51.39949776,0.086839636
MAC003182,51.39631913,0.102771026
MAC003182,51.39889214,0.088832088
MAC003182,51.3961013,0.092957068
MAC003182,51.39575469,0.101124856
MAC003182,51.3945241,0.089469889
MAC003182,51.39720621,0.102614031
MAC003166,51.61962407,-0.154626706
MAC003166,51.62523712,-0.159021932
MAC003166,51.63183489,-0.150587424
MAC003166,51.63912008,-0.16300982
MAC003166,51.63213263,-0.157194826
MAC003166,51.62469243,-0.151206702
MAC003166,51.63217647,-0.167797069
MAC003166,51.63029606,-0.151102694
MAC003166,51.63509326,-0.156089549
MAC003166,51.62163597,-0.168490523
MAC001628,51.39775171,-0.016195995
MAC001628,51.40804811,-0.030869521
MAC001628,51.40332236,-0.030918788
MAC001628,51.40882301,-0.024889054
MAC001628,51.39731954,-0.021588395
MAC001628,51.41383543,-0.01595311
MAC001628,51.41587448,-0.017695351
MAC001628,51.41578226,-0.022443205
MAC001628,51.41139773,-0.025888726
MAC001628,51.39900642,-0.011418769
MAC001533,51.45226862,-0.199896257
MAC001533,51.46489234,-0.189670635
MAC001533,51.46286979,-0.200148407
MAC001533,51.45341154,-0.195772434
MAC001533,51.45064377,-0.200591065
MAC001533,51.46260613,-0.203058649
MAC001533,51.46208637,-0.1888634
MAC001533,51.45446134,-0.200356273
MAC001533,51.46801342,-0.190660969
MAC001533,51.4520173,-0.203943861
MAC001528,51.37253731,-0.483297003
MAC001528,51.3668745,-0.485993076
MAC001528,51.37679114,-0.495892585
MAC001528,51.36896817,-0.497866959
MAC001528,51.37886784,-0.480100526
MAC001528,51.36321449,-0.486184477
MAC001528,51.37687644,-0.482586737
MAC001528,51.37503591,-0.488887036
MAC001528,51.37492241,-0.496171319
MAC001528,51.37639964,-0.496013767
MAC001510,51.56194792,-0.215239061
MAC001510,51.56776931,-0.213490156
MAC001510,51.5592216,-0.211088522
MAC001510,51.56957685,-0.217255681
MAC001510,51.56331729,-0.209189295
MAC001510,51.5738886,-0.205886485
MAC001510,51.56414466,-0.207491913
MAC001510,51.56704182,-0.222296556
MAC001510,51.55816983,-0.213478794
MAC001510,51.55938636,-0.220990329
MAC001271,51.37450882,0.161461252
MAC001271,51.38163667,0.162368759
MAC001271,51.38402202,0.168735655
MAC001271,51.38570821,0.163451504
MAC001271,51.38285188,0.172148006
MAC001271,51.37185432,0.174586489
MAC001271,51.37818813,0.176808923
MAC001271,51.38201314,0.164800194
MAC001271,51.37341624,0.164146841
MAC001271,51.37867145,0.162888546
MAC001251,51.53793243,-0.030929452
MAC001251,51.55602495,-0.014635416
MAC001251,51.53834013,-0.021579901
MAC001251,51.54812663,-0.016185793
MAC001251,51.55148192,-0.023485383
MAC001251,51.55472009,-0.019660195
MAC001251,51.55158244,-0.022003696
MAC001251,51.55333527,-0.017899958
MAC001251,51.54408971,-0.030899149
MAC001251,51.55359721,-0.031324707
MAC001239,51.39121903,-0.405345076
MAC001239,51.37816764,-0.389987492
MAC001239,51.39330066,-0.390418307
MAC001239,51.38052127,-0.396907657
MAC001239,51.37742572,-0.405923322
MAC001239,51.38957733,-0.396309606
MAC001239,51.38695751,-0.408470203
MAC001239,51.38374727,-0.409301121
MAC001239,51.38489063,-0.404760513
MAC001239,51.38816739,-0.400661712
MAC001145,51.64952858,-0.008519963
MAC001145,51.64318432,-0.000784877
MAC001145,51.64159315,-0.000239305
MAC001145,51.64209523,-0.009818923
MAC001145,51.65442744,-0.012716786
MAC001145,51.63547664,-0.006406335
MAC001145,51.65201508,-6.07E-06
MAC001145,51.64624796,-0.014040098
MAC001145,51.64344676,-0.00579401
MAC001145,51.64917961,-0.005622137
MAC000974,51.59222397,-0.420312192
MAC000974,51.59608812,-0.41892195
MAC000974,51.58150113,-0.42203363
MAC000974,51.58265834,-0.41735928
MAC000974,51.59733537,-0.42594782
MAC000974,51.58152701,-0.421396667
MAC000974,51.59499517,-0.409830051
MAC000974,51.58775303,-0.424055629
MAC000974,51.58285209,-0.416083564
MAC000974,51.59532247,-0.422714496
MAC000948,51.61425513,-0.417354274
MAC000948,51.6039345,-0.41556163
MAC000948,51.59957972,-0.426356336
MAC000948,51.59632865,-0.42634479
MAC000948,51.59825387,-0.428963746
MAC000948,51.60525419,-0.414969134
MAC000948,51.60159878,-0.416421084
MAC000948,51.61143638,-0.420204557
MAC000948,51.60347646,-0.412813765
MAC000948,51.599833,-0.413583771
MAC001689,51.51996566,0.085430306
MAC001689,51.51808723,0.08925188
MAC001689,51.52124383,0.079938641
MAC001689,51.51699057,0.082074048
MAC001689,51.52647222,0.098839786
MAC001689,51.53458095,0.098409557
MAC001689,51.5166357,0.079205983
MAC001689,51.51829103,0.098143419
MAC001689,51.52489281,0.091889582
MAC001689,51.53452633,0.096465549
MAC000902,51.47076767,-0.150786698
MAC000902,51.47432802,-0.155363736
MAC000902,51.46378376,-0.146875895
MAC000902,51.46159021,-0.160695744
MAC000902,51.46714934,-0.150386221
MAC000902,51.47508435,-0.147476434
MAC000902,51.46502781,-0.145346456
MAC000902,51.47445939,-0.15057378
MAC000902,51.48038898,-0.154295245
MAC000902,51.46286875,-0.151881795
MAC000850,51.63554783,-0.106291
MAC000850,51.65355907,-0.125315034
MAC000850,51.64873063,-0.106735791
MAC000850,51.64847036,-0.118141116
MAC000850,51.6392536,-0.108864206
MAC000850,51.6481178,-0.110631565
MAC000850,51.64281738,-0.11493895
MAC000850,51.64796475,-0.111510291
MAC000850,51.63707195,-0.108708964
MAC000850,51.648097,-0.118196468
MAC000816,51.42351085,-0.05143711
MAC000816,51.42259963,-0.04545122
MAC000816,51.4233102,-0.051589402
MAC000816,51.41606559,-0.050386692
MAC000816,51.42371061,-0.054609681
MAC000816,51.40975811,-0.051895528
MAC000816,51.41824371,-0.054815171
MAC000816,51.4074691,-0.057896645
MAC000816,51.41384564,-0.047291592
MAC000816,51.41468316,-0.045996308
MAC000778,51.53778166,-0.188031008
MAC000778,51.54745262,-0.184891445
MAC000778,51.54056758,-0.183929395
MAC000778,51.53976958,-0.185826648
MAC000778,51.53069879,-0.181078636
MAC000778,51.5370109,-0.199824458
MAC000778,51.53778986,-0.19627355
MAC000778,51.5381624,-0.200037852
MAC000778,51.54178939,-0.187239615
MAC000778,51.540858,-0.182228499
MAC000379,51.37346791,0.12587999
MAC000379,51.39095129,0.131860512
MAC000379,51.37929502,0.133976849
MAC000379,51.37429098,0.125106316
MAC000379,51.38198,0.127924818
MAC000379,51.3773981,0.122091558
MAC000379,51.37796002,0.123276823
MAC000379,51.37840836,0.133276193
MAC000379,51.38832308,0.123282603
MAC000379,51.38304579,0.130157104
MAC000768,51.57914567,-0.429871146
MAC000768,51.57293069,-0.428570794
MAC000768,51.58705797,-0.441693328
MAC000768,51.57747034,-0.442014026
MAC000768,51.58391928,-0.434035303
MAC000768,51.57880396,-0.438034354
MAC000768,51.56866768,-0.429457697
MAC000768,51.58046246,-0.428254461
MAC000768,51.5868275,-0.439186495
MAC000768,51.57983167,-0.441517512
MAC000713,51.614273,-0.326049039
MAC000713,51.60629548,-0.328469544
MAC000713,51.61117171,-0.329911064
MAC000713,51.59973142,-0.317544405
MAC000713,51.6102979,-0.318241955
MAC000713,51.60685607,-0.319449887
MAC000713,51.60955289,-0.325744894
MAC000713,51.601181,-0.322565716
MAC000713,51.61255819,-0.318494309
MAC000713,51.61507666,-0.320448498
MAC000386,51.69877281,-0.420373357
MAC000386,51.69295629,-0.424268183
MAC000386,51.69343391,-0.424143406
MAC000386,51.69922187,-0.407972753
MAC000386,51.69871864,-0.422019224
MAC000386,51.70469504,-0.419389139
MAC000386,51.6874378,-0.421323443
MAC000386,51.68695211,-0.418756645
MAC000386,51.69935669,-0.424468094
MAC000386,51.69643766,-0.415475375
MAC000569,51.30307152,0.043401659
MAC000569,51.30919752,0.046859001
MAC000569,51.31599886,0.041550103
MAC000569,51.31141482,0.033448837
MAC000569,51.30905643,0.043491927
MAC000569,51.30488395,0.051398496
MAC000569,51.30505731,0.035752049
MAC000569,51.31178702,0.046046088
MAC000569,51.31828006,0.036264664
MAC000569,51.31163406,0.042962544
MAC000557,51.32572738,-0.198444911
MAC000557,51.31755554,-0.192403388
MAC000557,51.32390234,-0.198824894
MAC000557,51.32651311,-0.19677234
MAC000557,51.32914767,-0.207461565
MAC000557,51.31529695,-0.194138646
MAC000557,51.31859043,-0.206689784
MAC000557,51.31365243,-0.192722701
